pos	id	title	duration_s	words	sentences	wps	backchannel_per_1k	speakers	verdict	provenance
538	cgCFNi8CekE	Dave's Dodgy Optometry Service - AUCTION SCORE!	1585	4368	5	873.6	0.0	solo	needs-whisper	whisper-large-v3
539	Jdl_FFYjZjo	Brickman LEGO Jurrasic Park Dinosaur Exhibition + Australian Birds	1195	2587	1	2587.0	0.0	solo	needs-whisper	whisper-large-v3
540	bEcyOENGfso	"Life Advice - Don't Easily Dismiss or ""Lose Respect"" for People"	627	1926	0	1926.0	0.0	solo	needs-whisper	whisper-large-v3
541	Ucb9MXzlIBc	2022 True Grit Obstacle Race - Sydney	1782	2903	5	580.6	0.0	solo	needs-whisper	whisper-large-v3
542	8AjVy1ogokY	Rode NTG-1 vs Audio-Technica ATR6550xAudio-Technica ATR6550x	348	1025	92	11.1	14.6	solo	good	youtube-asr
543	TrrfsX1epMA	Pilfering some charge	23	46	0	46.0	0.0	solo	needs-whisper	whisper-large-v3
544	8Oragx4JJrE	Memories of Sydney Electronics Stores & Work Experience at Tandy	874	2481	1	2481.0	0.0	solo	needs-whisper	whisper-large-v3
545	pqqBK3UMnX8	4 Minutes of Mud	247	426	0	426.0	0.0	solo	needs-whisper	whisper-large-v3
546	iZ8hnExtGGI	2022 True Grit After Event	185	387	0	387.0	0.0	solo	needs-whisper	whisper-large-v3
547	TL4bLqcikbI	2020 Hyundai IONIQ Electric Car Energy Efficiency	256	773	5	154.6	0.0	solo	needs-whisper	whisper-large-v3
548	QkFioBbH5aM	Aptera Solar Powered Electric Car - Is It Practical?	872	2738	6	456.3	0.0	solo	needs-whisper	whisper-large-v3
549	3RMC2AcbA5o	EEVblog 1480 EXTENDED VERSION - LightYear Zero + Aptera Solar EV	2138	6630	34	195.0	0.0	solo	needs-whisper	whisper-large-v3
550	RT3godBXkOg	Magnifying Lamp Sony Battery LED Hack	1635	5164	432	12.0	12.6	solo	good	youtube-asr
551	U8HszJ-cm3o	DECODED: Australian Signals Directorate Exhibition Tour	1316	2990	4	747.5	0.0	solo	needs-whisper	whisper-large-v3
552	u4SVdVwI0H0	Scrivener Dam	279	704	0	704.0	0.0	solo	needs-whisper	whisper-large-v3
553	3jDRH-6IvZc	Analog VS Digital Scopes for Glitch Captue	678	2173	150	14.5	9.7	solo	good	youtube-asr
554	PcxEO3fA_Ls	Tektronix 2 Series Discussion with Andy Tedd from Tektronix	2989	10378	997	10.4	29.7	multi	good	youtube-asr
555	nO09bc5ozng	NEW Tektronix 2 Series MSO Oscilloscope FIRST REACTION	2432	7190	1089	6.6	73.2	multi	good	youtube-asr
556	6n4IQ2nvTw0	Razer Kiyo Pro USB Webcam TEARDOWN & TEST	1257	3919	372	10.5	16.8	solo	good	youtube-asr
557	am-4KLegAKU	Top Gun Maverick REVIEW - YES! (Spoiler Free)	700	2279	0	2279.0	0.0	solo	needs-whisper	whisper-large-v3
558	2ruamw8U7gI	CHEAP vs EXPENSIVE Home FID Workout Weight Bench Review	1192	3665	274	13.4	5.7	solo	good	youtube-asr
559	wy32D3lsxxk	A Tour of TechTrader - Industrial Scientific Surplus Equipment Supplier	581	1306	0	1306.0	0.0	solo	needs-whisper	whisper-large-v3
560	n_0gccBLEfU	Pointless Lenovo Legion 5i Keyboard Upgrade?	532	1559	124	12.6	10.9	solo	good	youtube-asr
561	MCyLO-1grEk	WiGL Wireless Power BUSTED AGAIN!	3250	9403	15	626.9	0.0	solo	needs-whisper	whisper-large-v3
562	zHpsA1RtQhw	"How To Get 5 Different ""Colours"" On A PCB"	247	819	0	819.0	0.0	solo	needs-whisper	whisper-large-v3
563	hvlYrWO4nrQ	TRAGIC! - Probes The Monkey	113	239	0	239.0	0.0	solo	needs-whisper	whisper-large-v3
564	djGhrpxbnFU	RANT: How To Demotivate A Youtuber	928	2857	0	2857.0	0.0	solo	needs-whisper	whisper-large-v3
565	vq89dWPCxUY	The Tagarno Acquittal - TI or Black Magic Charged?	1161	3381	364	9.3	17.5	solo	good	youtube-asr
566	fxBbytlrvdA	Return Of The Tagarno	501	1544	148	10.4	11.0	solo	good	youtube-asr
567	zc7wmT72C-w	Insteon Smart Home IoT Goes BUST	673	2117	0	2117.0	0.0	solo	needs-whisper	whisper-large-v3
568	JSnWzsnUDY4	What if there was no Internet? (with Fran Blanche)	786	2239	0	2239.0	0.0	solo	needs-whisper	whisper-large-v3
569	wuFqB9ZeqKI	Fran & Dave - The Amp Hour	4392	13012	4	3253.0	0.0	solo	needs-whisper	whisper-large-v3
570	2vsCgmQQR9s	Out of The Matrix	68	138	0	138.0	0.0	solo	needs-whisper	whisper-large-v3
571	c0fBJ3K5K0s	Elon Musk's Hostile Takeover of Twitter!	834	2509	3	836.3	0.0	solo	needs-whisper	whisper-large-v3
572	AOWrfu1mMwc	Gregory The Monitor Lizard	59	94	0	94.0	0.0	solo	needs-whisper	whisper-large-v3
573	rVbKXoKAJ3w	Electronex 2022 Brief Walkthrough	353	592	1	592.0	0.0	solo	needs-whisper	whisper-large-v3
574	yDfybZx02e0	The Art of Custom PCB Test Jigs	574	1822	175	10.4	19.8	multi	good	youtube-asr
575	n5rvX9EsDBI	Lab Oil Spill!	57	106	0	106.0	0.0	solo	needs-whisper	whisper-large-v3
576	HH_Bd97MnJA	Which Country has the WEALTHIEST Population?	1418	4254	7	607.7	0.0	solo	needs-whisper	whisper-large-v3
577	EhZfS8ckhBk	Sagan's Board Game - Minecraft: Rise Of The Creeper	986	2926	5	585.2	0.0	solo	needs-whisper	whisper-large-v3
578	JJsKYNh2H0A	The Tagarno is Looking DODGY (ATEM Flicker Fault)	504	1409	2	704.5	0.0	solo	needs-whisper	whisper-large-v3
579	WDfzwCXK0mI	WEIRD Blackmagic ATEM Mini Fault	1152	3273	0	3273.0	0.0	solo	needs-whisper	whisper-large-v3
580	9GDKERe5LTo	Why Pay $2.4M to Live In This Apartment?	1048	3270	29	112.8	0.0	solo	needs-whisper	whisper-large-v3
581	un8onPh5STA	Saleae Logic Feature Request	255	731	0	731.0	0.0	solo	needs-whisper	whisper-large-v3
582	covWgCpJ798	This REALLY ANNOYS Content Creators!	737	2141	0	2141.0	0.0	solo	needs-whisper	whisper-large-v3
583	PE9nTVyFjjc	POLL: How do you prefer to directly support creators?	246	756	1	756.0	0.0	solo	needs-whisper	whisper-large-v3
584	WJgiC5jMqrw	Keithley 2400 SMU Wobbly's	203	552	52	10.6	12.7	solo	good	youtube-asr
585	iKpNdMDry7k	I Found My Calculator Collection!	1029	2708	313	8.7	24.0	multi	good	youtube-asr
586	aaxHhCM0P6c	Dumpster Battery Bank	393	1094	115	9.5	26.5	multi	good	youtube-asr
587	e98cYNPUxcg	Fluke PM3370B Solder Joint Inspection	780	2319	176	13.2	12.9	solo	good	youtube-asr
588	o_HyJm2ceA4	River of Slime!	61	133	0	133.0	0.0	solo	needs-whisper	whisper-large-v3
589	9Vpr0B1reE0	I Got Stalked via a Phone Booth!	277	849	0	849.0	0.0	solo	needs-whisper	whisper-large-v3
590	BWypqnZkiXE	OLD VIDEO RELEASE: What's old is new again. The Lab. Rent vs Buy	1226	0	0	0	0.0	unknown	no-captions	whisper-large-v3
591	7Lsq6Fuhzwc	OLD VIDEO RELEASE: Progress on the lab move	949	3081	3	1027.0	0.0	solo	needs-whisper	whisper-large-v3
592	KhJsu0bXb3E	Epic Ocean Lightsaber Battle	35	0	0	0	0.0	unknown	no-captions	whisper-large-v3
593	tVU3aGHdq1k	Not in the lab	16	37	0	37.0	0.0	solo	needs-whisper	whisper-large-v3
594	cejuuK4v_HY	Youtube Comment Crypto Spam SCAM	348	1026	82	12.5	18.5	multi	good	youtube-asr
595	ORPLZKrcczk	No Christmas Dumpster Miracle :-(	79	0	0	0	0.0	unknown	no-captions	whisper-large-v3
596	hn73eAXWHLE	Can an AMAZON Picker Afford to Live in SYDNEY?	1071	3361	4	840.2	0.0	solo	needs-whisper	whisper-large-v3
597	CQH0GER4Guw	The Electronics Youtuber Challenge	90	110	0	110.0	0.0	solo	needs-whisper	whisper-large-v3
598	tEkEJ5AVjcI	Yet Another Youtube Survey	1509	4238	1	4238.0	0.0	solo	needs-whisper	whisper-large-v3
599	IJtcFc4Pbhg	Dumpster Diving Decompression	249	598	63	9.5	16.7	solo	good	youtube-asr
600	HdPnsAlJWhQ	The Temple of Couch Feet	37	31	0	31.0	0.0	solo	needs-whisper	whisper-large-v3
601	sK3nou8sQBI	Sydney Real Estate House Flipping - 30% in 6 Months!	544	1758	2	879.0	0.0	solo	needs-whisper	whisper-large-v3
602	pOxldJ3kI2Q	Youtube LIED about Removing DISLIKES	211	658	44	15.0	4.6	solo	good	youtube-asr
603	M4IiR4vW0aY	I don't have a problem. I only have 4 Solar Monitoring Systems	1094	3257	294	11.1	11.7	solo	good	youtube-asr
604	31gkF0q9VfE	Zappi EV Charger & Cable Thermal Imaging	430	1204	9	133.8	0.0	solo	needs-whisper	whisper-large-v3
605	lBycH31K-E8	Veritasium Electricity Video - Simulation Notes	560	1719	1	1719.0	0.0	solo	needs-whisper	whisper-large-v3
606	imqXTcD548w	Dumpster Diving Monitor Madness	149	444	1	444.0	0.0	solo	needs-whisper	whisper-large-v3
607	ItoRt1buLkM	"Initial reaction to the Veritasium video ""The Big Misconception About Electricity"""	274	759	0	759.0	0.0	solo	needs-whisper	whisper-large-v3
608	FH5Y4d8tMaQ	Does the Youtube Live Subscription counter work?	178	423	0	423.0	0.0	solo	needs-whisper	whisper-large-v3
609	e4wvxWWMla0	Rohde & Schwarz HMO1202 - Like a Bought One	384	1200	102	11.8	13.3	solo	good	youtube-asr
610	wWymcaiaQXM	What happened to my Rohde & Schwarz HMO1202?	395	1245	0	1245.0	0.0	solo	needs-whisper	whisper-large-v3
611	hn7qHJ8CKHs	Myenergi Zappi EV Charger BUG?	292	888	76	11.7	19.1	multi	good	youtube-asr
612	EYx46kRv2Bw	Myenergi Zappi 7kW EV Charger Installation & Testing	852	2474	12	206.2	0.0	solo	needs-whisper	whisper-large-v3
613	SFgCmu7uzAs	Roller Door Come-a-Gutsa 2 - Electric Boogaloo	83	192	0	192.0	0.0	solo	needs-whisper	whisper-large-v3
614	DWqX1z0_HUk	Ghostbusters Afterlife Final Trailer - Reaction	818	2273	1	2273.0	0.0	solo	needs-whisper	whisper-large-v3
615	IRl36TgNPco	WTF happened to this creek?	135	330	0	330.0	0.0	solo	needs-whisper	whisper-large-v3
616	m3sg94LYGzQ	Roller Door Come-a-Gutsa	92	257	0	257.0	0.0	solo	needs-whisper	whisper-large-v3
617	x5Yslag6Mxk	Flux AI PCB Design and the Errors Startups Make	841	2398	0	2398.0	0.0	solo	needs-whisper	whisper-large-v3
618	Og8-S4j2fhw	Peak Real Estate INSANITY in Australia	1027	3115	26	119.8	0.0	solo	needs-whisper	whisper-large-v3
619	h9MvrP9JDrs	Hyundai IONIQ 2020 Review after 12 Month/17,000km	1499	4992	345	14.5	8.4	solo	good	youtube-asr
620	RDmcQFO-Tag	Giant Metal Stiffy Bar	198	520	1	520.0	0.0	solo	needs-whisper	whisper-large-v3
621	yy9updFRkHw	DaVinci Resolve & Xsplit 4k Problems	400	1103	2	551.5	0.0	solo	needs-whisper	whisper-large-v3
622	zfkqOB3c86U	Rode NT1A vs NTG1 Microphone Comparison & Testing	556	1551	122	12.7	12.9	solo	good	youtube-asr
623	UStV3zyhgnQ	Dave & Electroboom - The Amp Hour	4166	11911	1067	11.2	39.5	multi	good	youtube-asr
624	r_ZJO5P0QQg	Rent vs Buy FAQ	1445	4475	5	895.0	0.0	solo	needs-whisper	whisper-large-v3
625	NoIjTK249D0	How a SMALL SHADOW can drop Solar Power Output by 20%!	298	802	0	802.0	0.0	solo	needs-whisper	whisper-large-v3
626	I3-4Ma61-0A	LED Light Fluoro Replacement Bodge	178	489	0	489.0	0.0	solo	needs-whisper	whisper-large-v3
627	IMkbzrAbmQU	Finding the CHEAPEST House in Sydney	986	2601	11	236.5	0.0	solo	needs-whisper	whisper-large-v3
628	hE45DSUdD58	How Gravity Can Change Your Watch's Time!	718	1817	184	9.9	12.1	solo	good	youtube-asr
629	R6GvMMYRFu0	What's in the Dumpster Today?	125	292	0	292.0	0.0	solo	needs-whisper	whisper-large-v3
630	9viKKRFhQog	OLD VIDEO: EXCLUSIVE: Scope Assembly & Lab Move Update	1511	2610	0	2610.0	0.0	solo	needs-whisper	whisper-large-v3
631	82A34nDQeTU	OLD VIDEO RELEASE: EEVblog Lab/Business/Virus Update	1232	3951	5	790.2	0.0	solo	needs-whisper	whisper-large-v3
632	5IV_oRAupeo	Hyundai IONIQ EV Zero Brake Wear After 12 Months!	249	677	0	677.0	0.0	solo	needs-whisper	whisper-large-v3
633	Dv5d2oIAjZ8	Abloy Protec2 - Challenge to The Lockpicking Lawyer	565	1537	157	9.8	13.0	solo	good	youtube-asr
634	JfyDBShZ9l0	Buying Residential VS Commercial Real Estate For An Office?	1017	3324	18	184.7	0.0	solo	needs-whisper	whisper-large-v3
635	rgbg4jLFVBc	Astable Aliens	112	244	0	244.0	0.0	solo	needs-whisper	whisper-large-v3
636	wwYTlGBBAek	New EEVblog Storage Unit - FIRST LOOK!	700	2042	0	2042.0	0.0	solo	needs-whisper	whisper-large-v3
637	3k3kjPKFhOg	Sydney vs New York Commercial Real Estate	2160	6155	3	2051.7	0.0	solo	needs-whisper	whisper-large-v3
638	Lq33feYGjuI	BETTER Green Screen Background Removal using GIMP	393	1363	88	15.5	6.6	solo	good	youtube-asr
639	KMHnkjWP1yU	Remove Green Screen Background using GIMP	335	1051	63	16.7	9.5	solo	good	youtube-asr
640	58YUc5OCnkc	How To Bend Stainless Steel Rod	296	848	48	17.7	7.1	solo	good	youtube-asr
641	pP76FznaBXg	Interesting Dumpster Find	160	390	35	11.1	10.3	solo	good	youtube-asr
642	bGU2oYx4Hls	Matrix Resurrections Trailer Reaction - Nothing New	1477	0	0	0	0.0	unknown	no-captions	whisper-large-v3
643	cBNOxg8Px8M	Playing with short current pulses on multimeters	371	1003	0	1003.0	0.0	solo	needs-whisper	whisper-large-v3
644	jmnhmJHa_BU	Sydney vs New York - Real Estate Rental Prices	1640	4996	16	312.2	0.0	solo	needs-whisper	whisper-large-v3
645	Ju19Rz8FcBg	Sagan CORRECTING Dave!	68	141	4	35.2	0.0	solo	good	youtube-asr
646	J0S5LvBFrFA	10 Minutes of the Casio F-91W Watch Spinning	601	0	0	0	0.0	unknown	no-captions	whisper-large-v3
647	rBN2zNpO-lM	I'm getting ARRESTED for importing ILLEGAL components!	50	96	0	96.0	0.0	solo	needs-whisper	whisper-large-v3
648	DcH2lM2W1l8	Be Your Own Bank	2246	5150	3	1716.7	0.0	solo	needs-whisper	whisper-large-v3
649	74-KI3DLdc4	My First Paid Electronics Gig	119	374	1	374.0	0.0	solo	needs-whisper	whisper-large-v3
650	GbADsyp9wM8	Failed Lucci Constant Current LED Driver Teardown	790	2255	169	13.3	16.0	solo	good	youtube-asr
651	Y0SNOsQOBYk	Right to Repair - Random Answers	676	2065	1	2065.0	0.0	solo	needs-whisper	whisper-large-v3
652	VeXWrKGMQKA	Sagan's Lego Technic Pro Tip	50	105	0	105.0	0.0	solo	needs-whisper	whisper-large-v3
653	0Oo2J66FLZA	BM786 Firmware Update Test	520	1312	0	1312.0	0.0	solo	needs-whisper	whisper-large-v3
654	o2NxHu5Bsnk	Discussion with Shahriar from The Signal Path	4314	14669	1039	14.1	20.0	multi	good	youtube-asr
655	hnqVxpZ-E4s	Ride with Dave	1769	3727	7	532.4	0.0	solo	needs-whisper	whisper-large-v3
656	DYLWWeXTuIE	Say Hello To My Little Friend!	5	6	0	6.0	0.0	solo	needs-whisper	whisper-large-v3
657	qpwZRliTxHI	Ghostbusters Afterlife Trailer 2 Reaction	1156	2771	0	2771.0	0.0	solo	needs-whisper	whisper-large-v3
658	H2rGDGMXSes	Trek FX Hybrid Bike Shimano Shifter/Derailleur Cable Replacement	981	2696	263	10.3	15.6	solo	good	youtube-asr
659	Z5ASfoqA7os	Bunker 2 Internet Inspection	282	752	0	752.0	0.0	solo	needs-whisper	whisper-large-v3
660	vIcd0CoQPP0	2021 Australia Right to Repair Summit - Session 4 of 4	3208	7813	5	1562.6	0.0	solo	needs-whisper	whisper-large-v3
661	JWBBv5IOrWE	2021 Australia Right to Repair Summit - Session 3 of 4	2563	6754	1	6754.0	0.0	solo	needs-whisper	whisper-large-v3
662	qDWLTSfrq_E	2021 Australia Right to Repair Summit - Session 2 of 4	5631	15593	4	3898.2	0.0	solo	needs-whisper	whisper-large-v3
663	k4zrmTsZj_s	Australia Right to Repair Summit - Session 1 of 4	3369	9787	13	752.8	0.0	solo	needs-whisper	whisper-large-v3
664	8VXGodbXhxA	BEWARE the Asterisk!	73	207	0	207.0	0.0	solo	needs-whisper	whisper-large-v3
665	xiXucGYuQ6M	Australian Right to Repair Inquiry with Productivity Commissioner Paul Lindwall	1289	3377	189	17.9	0.6	solo	good	youtube-asr
666	b1wshlHie3c	Right to Repair - Shane Rattenbury ACT Minister for Consumer Affairs	1296	3626	1	3626.0	0.0	solo	needs-whisper	whisper-large-v3
667	6ZH2KeplSrs	DIY Product/PCB Photography Light Box - Part 3	454	1450	87	16.7	2.8	solo	good	youtube-asr
668	KQTt-7F3MYw	Focusrite Scarlett Solo Issues	779	2207	2	1103.5	0.0	solo	needs-whisper	whisper-large-v3
669	IuIbJWp7yic	LEGO Apollo 11 Lunar Lander BUILD - Part 2 of 2	7097	14851	5	2970.2	0.0	solo	needs-whisper	whisper-large-v3
670	_o-gnugXqCs	Amazon iPhone Phone SCAM	63	123	1	123.0	0.0	solo	needs-whisper	whisper-large-v3
671	_soGtl-ETPk	The hole in Hassan's walls	103	202	0	202.0	0.0	solo	needs-whisper	whisper-large-v3
672	2DUmZwWi6PM	Hassan's Walls	147	327	0	327.0	0.0	solo	needs-whisper	whisper-large-v3
673	MiqxUaWkGYY	AMD Ryzen 5900X Upgrade S**T SHOW	1554	4383	373	11.8	15.5	solo	good	youtube-asr
674	_I8nEkuy1Js	WD Red NAS Thermal Measurements	342	961	1	961.0	0.0	solo	needs-whisper	whisper-large-v3
675	ZpOTOeRjPSU	LEGO Apollo 11 Lunar Lander Build - PART 1	7000	14706	11	1336.9	0.0	solo	needs-whisper	whisper-large-v3
676	TE3il-V6XCE	This is NOT a repair video	348	1024	7	146.3	0.0	solo	needs-whisper	whisper-large-v3
677	XsR_5-FJ05M	Synology NAS Western Digital RED Hard Drive FAIL	278	836	0	836.0	0.0	solo	needs-whisper	whisper-large-v3
678	3MtK035qiT4	Calculating the Energy in a Capacitor	346	520	0	520.0	0.0	solo	needs-whisper	whisper-large-v3
679	k2_mJtAeaog	SNEAKY Enphase Solar Monitoring Modification	1372	4140	290	14.3	5.6	solo	good	youtube-asr
680	oGNyQ_A5kZI	Winner Winner Dumpster Dinner	113	300	29	10.3	16.7	solo	good	youtube-asr
681	nPNPTPn6H4A	Dumpster PC - 1000W Crusty Jobbie	362	1007	116	8.7	17.9	solo	good	youtube-asr
682	H-yOP-KSMC4	4K AA Alkaline Battery Leakage	123	348	0	348.0	0.0	solo	needs-whisper	whisper-large-v3
683	XUyjRm1Upjs	That moment you realise the Schematic & PCB don't match	117	372	1	372.0	0.0	solo	needs-whisper	whisper-large-v3
684	7nUgmEuyKIU	Hyundai IONIQ Regen Braking vs Coasting Test	1106	3356	11	305.1	0.0	solo	needs-whisper	whisper-large-v3
685	CnSBgokJsyA	Just a Camp Fire	673	0	0	0	0.0	unknown	no-captions	whisper-large-v3
686	48J0m3dvpgA	Multimeter Fridge Test	151	348	45	7.7	2.9	solo	good	youtube-asr
687	kaotpjBYsTA	Fran Rock	64	151	0	151.0	0.0	solo	needs-whisper	whisper-large-v3
688	kSvB7hV0XU8	Space Time Continuum with Fran Blanche	5508	15671	9	1741.2	0.0	solo	needs-whisper	whisper-large-v3
689	BowGyRR_bRs	Always Believe The Internet	201	563	4	140.8	0.0	solo	needs-whisper	whisper-large-v3
690	OomIkXYHmTY	MORE Asymmetrical Dumpster PC Stacking	487	1364	139	9.8	20.5	multi	good	youtube-asr
691	BtQUuD6QRMw	Solar Panel Temperature Dependency	1106	3408	244	14.0	13.5	solo	good	youtube-asr
692	eObKgauxxNs	Keysight - Electro Turbo Encabulator FIRST LOOK	534	1483	0	1483.0	0.0	solo	needs-whisper	whisper-large-v3
693	eOAAHcR0YY0	BlackMagic ATEM Mini Pro Audio/Video Delay Measurement	583	1751	3	583.7	0.0	solo	needs-whisper	whisper-large-v3
694	xCJ5LlEh5fg	Another Day ANother Dumpster Diving PC Haul	610	1726	220	7.8	29.5	multi	good	youtube-asr
695	m3sQHx5aMmU	BM786 Switch Issue - Part 2	719	1805	174	10.4	22.7	multi	good	youtube-asr
696	IoRks5bJw8Y	Brymen BM786 Switch Fault Investigation	1766	4782	0	4782.0	0.0	solo	needs-whisper	whisper-large-v3
697	vqaOuw-3s3I	Schrödinger's Dumpster	165	409	38	10.8	0.0	solo	good	youtube-asr
698	pNqlUSYnp78	Pro Tip: Don't Spam Your Resume	789	2563	166	15.4	3.5	solo	good	youtube-asr
699	37JniTa7uvg	Dumpster Double Adapters	37	81	0	81.0	0.0	solo	needs-whisper	whisper-large-v3
700	OZb-mB3X-30	Abandon Lab! - IBM TCM Part 2	273	749	1	749.0	0.0	solo	needs-whisper	whisper-large-v3
701	2G7Z9IIQoIs	IBM BGA Thermal Futility...	1021	2717	1	2717.0	0.0	solo	needs-whisper	whisper-large-v3
702	P18qyp0iPco	OLD VIDEO RELEASE! - New Lab Tour (Empty!)	1428	4114	1	4114.0	0.0	solo	needs-whisper	whisper-large-v3
703	XzJ66Mjr5Ss	Kathmandu Retreat 280 Camping Tent	956	2681	1	2681.0	0.0	solo	needs-whisper	whisper-large-v3
704	ddQF9U5CRNA	New Grey ESD Mat & Camera Exposure	357	1038	89	11.7	11.6	solo	good	youtube-asr
705	bgJUoU-fNcM	Dumpster Plugpacky Thingo Teardown will SURPRISE YOU!	793	2176	0	2176.0	0.0	solo	needs-whisper	whisper-large-v3
706	iInxjiCrUnc	Dumpster Plugpack Graveyard!	88	208	25	8.3	9.6	solo	good	youtube-asr
707	eyT1WyQqmYA	Dumpster Dive Professional Reference Colour Monitor!	423	1262	110	11.5	11.9	solo	good	youtube-asr
708	rZqfp2XKvjE	BM786 Magnetic Quirk	217	600	40	15.0	6.7	solo	good	youtube-asr
709	LFxDdFh4XI0	Why are these Acoustic Panels on the ceiling? The answer may SURPRISE you!	725	1469	3	489.7	0.0	solo	needs-whisper	whisper-large-v3
710	SzU4crnexnc	Vegas Video Editing & Voukoder Encoding	1057	3169	248	12.8	11.7	solo	good	youtube-asr
711	Yky9yQwZALM	Shift Cryptosecurity BitBox02 Crypto Hardware Wallet	1302	3467	6	577.8	0.0	solo	needs-whisper	whisper-large-v3
712	2Y1tVvllklc	9V Duracell Alkaline Battery Leakage	504	1316	144	9.1	31.2	multi	good	youtube-asr
713	zW_Po9XNSxk	Using the Evie EV Charging Network	329	1012	2	506.0	0.0	solo	needs-whisper	whisper-large-v3
714	XD5Emhqd5Ks	Aircon Wiring Install FAIL- TWICE!	574	1611	0	1611.0	0.0	solo	needs-whisper	whisper-large-v3
715	XzmuKIYZkNo	Zencaster Video Beta Test with Chris Gammell	1152	3570	0	3570.0	0.0	solo	needs-whisper	whisper-large-v3
716	Ricc9IZNuPo	Electronics Youtubers Zoom Meetup!	8081	24133	9	2681.4	0.0	solo	needs-whisper	whisper-large-v3
717	AWYuyf3ILLk	World's Largest Solar Array - HVDC Transmission Calculations...	1157	3423	12	285.2	0.0	solo	needs-whisper	whisper-large-v3
718	haAhEBV7mzM	Lightsaber Battle in the Bunker.	80	0	0	0	0.0	unknown	no-captions	whisper-large-v3
719	3_drShAJHrw	Spinal Monkey	55	0	0	0	0.0	unknown	no-captions	whisper-large-v3
720	6YYUjEqq5Dw	Optical Filter Followup	496	1242	154	8.1	17.7	solo	good	youtube-asr
721	rpGRqlI_VkQ	Energizer Battery Leakage Followup	353	950	0	950.0	0.0	solo	needs-whisper	whisper-large-v3
722	wq0Y-yoCHhI	TEST #2: Constant Qp Test - Using Qp	464	1440	1	1440.0	0.0	solo	needs-whisper	whisper-large-v3
723	jYJz1QlPagM	TEST: Constant Qp Test - Using VBR	464	1440	1	1440.0	0.0	solo	needs-whisper	whisper-large-v3
724	GS0WqUKZ-3c	PCBite Handsfree Oscilloscope Probe!	1033	3231	258	12.5	10.2	solo	good	youtube-asr
725	ulAsfX8aQ9M	Lab Bench Decisions... Decisions...	380	1249	0	1249.0	0.0	solo	needs-whisper	whisper-large-v3
726	Y9ygwSLSB5M	Driving Tour of Norwest Business Park	2284	6554	1	6554.0	0.0	solo	needs-whisper	whisper-large-v3
727	mfNGTZHAVwo	Sydney Commercial Real Estate Discussion & Tour	1568	4763	3	1587.7	0.0	solo	needs-whisper	whisper-large-v3
728	aTMCPDJ3IRg	Life in Sydney - Part 3 + Sydney Metro Tour	1646	4385	1	4385.0	0.0	solo	needs-whisper	whisper-large-v3
729	Kw3ZiQY2nKM	Platio Solar Pavement is BULLSHIT	191	566	0	566.0	0.0	solo	needs-whisper	whisper-large-v3
730	DRq8p5FT3hU	Sony ZV1 Camera Internal Microphone Audio Testing	302	879	0	879.0	0.0	solo	needs-whisper	whisper-large-v3
731	vSq9Acgo418	Sony ZV1 Camera - First Impressions	562	1566	0	1566.0	0.0	solo	needs-whisper	whisper-large-v3
732	Z8eqJMfI5RY	How to OPEN a LOCKED Door	23	23	0	23.0	0.0	solo	needs-whisper	whisper-large-v3
733	eAN-pS32CTs	IONIQ EV Fast Charging	655	2002	1	2002.0	0.0	solo	needs-whisper	whisper-large-v3
734	DqurmxiW4mM	Sony Catalyst Image Stabilisation 4K Test	206	474	0	474.0	0.0	solo	needs-whisper	whisper-large-v3
735	c167h_7feyM	Sony's Catalyst Image Stabilisation Software is AMAZING!	808	2359	1	2359.0	0.0	solo	needs-whisper	whisper-large-v3
736	dKOmNkVLUAA	Home Solar Upgrade Power Consumption	543	1651	10	165.1	0.0	solo	needs-whisper	whisper-large-v3
737	vlKQ3TzGrX8	Home Solar Upgrade Options	456	1405	2	702.5	0.0	solo	needs-whisper	whisper-large-v3
738	esJN76rykfQ	"Dumpster Diving 27"" iMac Upgrade"	969	2645	1	2645.0	0.0	solo	needs-whisper	whisper-large-v3
739	MarjYxiudYE	GVDA GD118B Pocket Multimeter Review	1182	3412	14	243.7	0.0	solo	needs-whisper	whisper-large-v3
740	p287qKMXqxQ	"Lenovo Legion 5i 17"" Ryzen 7 RTX2060 Laptop"	1892	5366	6	894.3	0.0	solo	needs-whisper	whisper-large-v3
741	CPdziAcsCZc	Life in Sydney - Part 2 - Norwest Business Park	1684	4757	1	4757.0	0.0	solo	needs-whisper	whisper-large-v3
742	EJ6KCpHc--4	Strange Brymen BM869 Resistance Quirk	396	971	3	323.7	0.0	solo	needs-whisper	whisper-large-v3
743	O01bolL4dgE	Life Is Normal In Sydney	629	1828	0	1828.0	0.0	solo	needs-whisper	whisper-large-v3
744	-cviSpEjodM	Diddled by the Dumpster	390	1063	117	9.1	18.8	multi	good	youtube-asr
745	6x8zreGwtt0	Dumpster Printer Madness	398	1009	0	1009.0	0.0	solo	needs-whisper	whisper-large-v3
746	Uk5F3rQNUkU	ESD Explained & Demonstrated + History of the Pink Polyethylene ESD Bag	4811	15454	5	3090.8	0.0	solo	needs-whisper	whisper-large-v3
747	ILoqz5vDCPo	Bathurst 1000 Track at Mount Panorama in a Hyundai IONIQ Electric	564	1383	4	345.8	0.0	solo	needs-whisper	whisper-large-v3
748	aQ2AVLs8_7k	CB2 Microcomputer Kit Assembly & Soldering	2191	4937	3	1645.7	0.0	solo	needs-whisper	whisper-large-v3
